District,Year,Season,Area,Production,Yield_MTha,Is_Interpolated,Yield_Q_Acre,Q1_Threshold,Failure_Anomaly
Balasore,2021,Kharif,165834.0,364116.0,2.1956655450631355,True,8.88573672627736,5.924748423172211,0
Balasore,2022,Kharif,167556.0,362744.0,2.1649120294110626,True,8.761278953504908,5.924748423172211,0
Balasore,2023,Kharif,169278.0,361372.0,2.134784201136592,True,8.639353302859538,5.924748423172211,0
Balasore,2024,Kharif,171000.0,360000.0,2.1052631578947367,False,8.519883277599096,5.924748423172211,0
Balasore,2025,Kharif,171000.0,360000.0,2.1052631578947367,True,8.519883277599096,5.924748423172211,0
Balasore,2006,Rabi,28000.0,66000.0,2.357142857142857,False,9.539226455454703,10.763748369980664,1
Balasore,2007,Rabi,36000.0,95000.0,2.638888888888889,False,10.67943702504609,10.763748369980664,1
Balasore,2008,Rabi,34000.0,72000.0,2.1176470588235294,False,8.570000238055561,10.763748369980664,1
Balasore,2009,Rabi,30000.0,79000.0,2.6333333333333333,False,10.656953999730202,10.763748369980664,1
Balasore,2010,Rabi,33000.0,88000.0,2.6666666666666665,False,10.791852151625521,10.763748369980664,0
Balasore,2011,Rabi,24000.0,72000.0,3.0,False,12.140833670578713,10.763748369980664,0
Balasore,2012,Rabi,278000.0,86000.0,0.30935251798561153,False,1.251932488812673,10.763748369980664,1
Balasore,2013,Rabi,31000.0,117000.0,3.774193548387097,False,15.27395203717967,10.763748369980664,0
Balasore,2014,Rabi,38000.0,139000.0,3.6578947368421053,False,14.803297194828431,10.763748369980664,0
Balasore,2015,Rabi,29000.0,93000.0,3.206896551724138,False,12.978132544411729,10.763748369980664,0
Balasore,2016,Rabi,30900.0,98560.0,3.1896440129449837,False,12.90831247650742,10.763748369980664,0
Balasore,2017,Rabi,26490.0,90280.0,3.4080785201963004,False,13.792304816658438,10.763748369980664,0
Balasore,2018,Rabi,38790.0,135450.0,3.491879350348028,False,14.131442130101286,10.763748369980664,0
Balasore,2019,Rabi,43710.0,149020.0,3.40928849233585,False,13.79720150682254,10.763748369980664,0
Balasore,2020,Rabi,47768.0,160216.0,3.3540445486518173,True,13.573632329630989,10.763748369980664,0
Balasore,2021,Rabi,51826.0,171412.0,3.3074518581407015,True,13.385074294377585,10.763748369980664,0
Balasore,2022,Rabi,55884.0,182608.0,3.26762579629232,True,13.223900430159127,10.763748369980664,0
Balasore,2023,Rabi,59942.0,193803.99999999997,3.2331920856828265,True,13.084549112435557,10.763748369980664,0
Balasore,2024,Rabi,64000.0,204999.99999999997,3.2031249999999996,False,12.96286928369081,10.763748369980664,0
Balasore,2025,Rabi,64000.0,204999.99999999997,3.2031249999999996,True,12.96286928369081,10.763748369980664,0
Bargarh,2006,Kharif,242000.0,431000.0,1.78099173553719,False,7.207574809944112,6.91789467709107,0
Bargarh,2007,Kharif,237000.0,420000.0,1.7721518987341771,False,7.1718004805106315,6.91789467709107,0
Bargarh,2008,Kharif,244000.0,417000.0,1.709016393442623,False,6.916294591026397,6.91789467709107,1
Bargarh,2009,Kharif,244000.0,452000.0,1.8524590163934427,False,7.496798933198877,6.91789467709107,0
Bargarh,2010,Kharif,236000.0,417000.0,1.7669491525423728,False,7.150745255128988,6.91789467709107,0
Bargarh,2011,Kharif,235000.0,383000.0,1.6297872340425532,False,6.595658575647726,6.91789467709107,1
Bargarh,2012,Kharif,233000.0,687000.0,2.948497854077253,False,11.932407341470064,6.91789467709107,0
Bargarh,2013,Kharif,241000.0,412000.0,1.7095435684647302,False,6.918428039112627,6.91789467709107,0
Bargarh,2014,Kharif,231000.0,595000.0,2.5757575757575757,False,10.423948101001924,6.91789467709107,0
Bargarh,2015,Kharif,234000.0,291000.0,1.2435897435897436,False,5.0327387437869024,6.91789467709107,1
Bargarh,2016,Kharif,217760.0,410000.0,1.8828067597354887,False,7.6196145679299425,6.91789467709107,0
Bargarh,2017,Kharif,233310.0,104000.0,0.44575886160044575,False,1.8039613986258427,6.91789467709107,1
Bargarh,2018,Kharif,235030.0,349680.0,1.487810066799983,False,6.021084851477066,6.91789467709107,1
Bargarh,2019,Kharif,229600.0,405890.0,1.7678135888501743,False,7.154243580939596,6.91789467709107,0
Bargarh,2020,Kharif,226680.0,459712.0,2.0280218810658197,True,8.207292112771427,6.91789467709107,0
Bargarh,2021,Kharif,223760.0,513534.0,2.295021451555238,True,9.287824571247421,6.91789467709107,0
Bargarh,2022,Kharif,220840.0,567356.0,2.569081688099982,True,10.39693115378382,6.91789467709107,0
Bargarh,2023,Kharif,217920.0,621178.0,2.850486417033774,True,11.535760489816973,6.91789467709107,0
Bargarh,2024,Kharif,215000.0,675000.0,3.13953488372093,False,12.705523608745164,6.91789467709107,0
Bargarh,2025,Kharif,215000.0,675000.0,3.13953488372093,True,12.705523608745164,6.91789467709107,0
Bargarh,2006,Rabi,58000.0,173000.0,2.9827586206896552,False,12.071058764425961,12.966555371507514,1
Bargarh,2007,Rabi,64000.0,214000.0,3.34375,False,13.53197086199919,12.966555371507514,0
Bargarh,2008,Rabi,61000.0,207000.0,3.3934426229508197,False,13.733074151966084,12.966555371507514,0
Bargarh,2009,Rabi,68000.0,229000.0,3.3676470588235294,False,13.628680934130026,12.966555371507514,0
Bargarh,2010,Rabi,67000.0,278000.0,4.149253731343284,False,16.791799803088963,12.966555371507514,0
Bargarh,2011,Rabi,71000.0,266000.0,3.7464788732394365,False,15.161792283445717,12.966555371507514,0
Bargarh,2012,Rabi,687000.0,265000.0,0.38573508005822416,False,1.561048482631421,12.966555371507514,1
Bargarh,2013,Rabi,84000.0,329000.0,3.9166666666666665,False,15.850532847699984,12.966555371507514,0
Bargarh,2014,Rabi,76000.0,303000.0,3.986842105263158,False,16.13452895695329,12.966555371507514,0
Bargarh,2015,Rabi,73000.0,301000.0,4.123287671232877,False,16.686716597462066,12.966555371507514,0
Bargarh,2016,Rabi,61220.0,269940.0,4.409343351845802,False,17.844368077077306,12.966555371507514,0
Bargarh,2017,Rabi,64050.0,207920.0,3.2462138953942232,False,13.137247654367554,12.966555371507514,0
Bargarh,2018,Rabi,69780.0,249680.0,3.578102608197191,False,14.480382874128656,12.966555371507514,0
Bargarh,2019,Rabi,69610.0,176110.0,2.5299525930182445,False,10.238577875427941,12.966555371507514,1
Bargarh,2020,Rabi,75888.0,214488.0,2.8263757115749524,True,11.43818580159835,12.966555371507514,1
Bargarh,2021,Rabi,82166.0,252866.0,3.077501643015359,True,12.454478522927394,12.966555371507514,1
Bargarh,2022,Rabi,88444.0,291244.0,3.292976346614807,True,13.326492701800108,12.966555371507514,0
Bargarh,2023,Rabi,94722.0,329622.0,3.479888515867486,True,14.082915887768051,12.966555371507514,0
Bargarh,2024,Rabi,101000.0,368000.0,3.6435643564356437,False,14.745302939844775,12.966555371507514,0
Bargarh,2025,Rabi,101000.0,368000.0,3.6435643564356437,True,14.745302939844775,12.966555371507514,0
Bhadrak,2006,Kharif,160000.0,273000.0,1.70625,False,6.905099150141643,7.136111716608116,1
Bhadrak,2007,Kharif,166000.0,280000.0,1.6867469879518073,False,6.826171541690843,7.136111716608116,1
Bhadrak,2008,Kharif,165000.0,317000.0,1.9212121212121211,False,7.775038936512024,7.136111716608116,0
Bhadrak,2009,Kharif,165000.0,311000.0,1.8848484848484848,False,7.627877316262585,7.136111716608116,0
Bhadrak,2010,Kharif,156000.0,285000.0,1.8269230769230769,False,7.393456401954985,7.136111716608116,0
Bhadrak,2011,Kharif,168000.0,275000.0,1.6369047619047619,False,6.624462816287989,7.136111716608116,1
Bhadrak,2012,Kharif,164000.0,350000.0,2.1341463414634148,False,8.636771920127133,7.136111716608116,0
Bhadrak,2013,Kharif,165000.0,239000.0,1.4484848484848485,False,5.8619378732693175,7.136111716608116,1
Bhadrak,2014,Kharif,158000.0,222000.0,1.4050632911392404,False,5.686213238119144,7.136111716608116,1
Bhadrak,2015,Kharif,160000.0,402000.0,2.5125,False,10.167948199109672,7.136111716608116,0
Bhadrak,2016,Kharif,155520.0,482500.0,3.102494855967078,False,12.555624670040785,7.136111716608116,0
Bhadrak,2017,Kharif,156750.0,303470.0,1.936012759170654,False,7.834936297736357,7.136111716608116,0
Bhadrak,2018,Kharif,149400.0,270580.0,1.8111111111111111,False,7.3294662529790005,7.136111716608116,0
Bhadrak,2019,Kharif,154430.0,275250.0,1.7823609402318203,False,7.213115905430273,7.136111716608116,0
Bhadrak,2020,Kharif,150544.0,272600.0,1.8107662875969817,True,7.328070771335416,7.136111716608116,0
Bhadrak,2021,Kharif,146658.0,269950.0,1.8406769490924464,True,7.449117560066558,7.136111716608116,0
Bhadrak,2022,Kharif,142772.0,267300.0,1.872215840641022,True,7.57675370554845,7.136111716608116,0
Bhadrak,2023,Kharif,138886.0,264650.0,1.905519634808404,True,7.711532314076908,7.136111716608116,0
Bhadrak,2024,Kharif,135000.0,262000.0,1.9407407407407407,False,7.854070177016351,7.136111716608116,0
Bhadrak,2025,Kharif,135000.0,262000.0,1.9407407407407407,True,7.854070177016351,7.136111716608116,0
Bhadrak,2006,Rabi,11000.0,25000.0,2.272727272727273,False,9.197601265589935,7.925266423849993,0
Bhadrak,2007,Rabi,11000.0,27000.0,2.4545454545454546,False,9.933409366837129,7.925266423849993,0
Bhadrak,2008,Rabi,15000.0,22000.0,1.4666666666666666,False,5.935518683394037,7.925266423849993,1
Bhadrak,2009,Rabi,8000.0,12000.0,1.5,False,6.070416835289357,7.925266423849993,1
Bhadrak,2010,Rabi,2000.0,4000.0,2.0,False,8.093889113719142,7.925266423849993,0
Bhadrak,2011,Rabi,6000.0,11000.0,1.8333333333333333,False,7.419398354242547,7.925266423849993,1
Bhadrak,2012,Rabi,350000.0,5000.0,0.014285714285714285,False,0.057813493669422435,7.925266423849993,1
Bhadrak,2013,Rabi,3000.0,8000.0,2.6666666666666665,False,10.791852151625521,7.925266423849993,0
Bhadrak,2014,Rabi,6000.0,11000.0,1.8333333333333333,False,7.419398354242547,7.925266423849993,1
Bhadrak,2015,Rabi,2000.0,5000.0,2.5,False,10.117361392148927,7.925266423849993,0
Bhadrak,2016,Rabi,430.0,1260.0,2.9302325581395348,False,11.858488701495487,7.925266423849993,0
Bhadrak,2017,Rabi,1510.0,3930.0,2.6026490066225167,False,10.532776230766963,7.925266423849993,0
Bhadrak,2018,Rabi,1710.0,3660.0,2.1403508771929824,False,8.661881332225748,7.925266423849993,0
Bhadrak,2019,Rabi,930.0,2600.0,2.795698924731183,False,11.314038546059017,7.925266423849993,0
Bhadrak,2020,Rabi,1344.0,3480.0,2.5892857142857144,True,10.478695727582819,7.925266423849993,0
Bhadrak,2021,Rabi,1758.0,4360.0,2.4800910125142206,True,10.036790823610767,7.925266423849993,0
Bhadrak,2022,Rabi,2172.0,5240.000000000001,2.412523020257827,True,9.763346905130826,7.925266423849993,0
Bhadrak,2023,Rabi,2586.0,6120.000000000001,2.366589327146172,True,9.577455795816157,7.925266423849993,0
Bhadrak,2024,Rabi,3000.0,7000.000000000001,2.3333333333333335,False,9.442870632672333,7.925266423849993,0
Bhadrak,2025,Rabi,3000.0,7000.000000000001,2.3333333333333335,True,9.442870632672333,7.925266423849993,0
Boudh,2006,Kharif,70000.0,110000.0,1.5714285714285714,False,6.359484303636468,6.569509886107417,1
Boudh,2007,Kharif,64000.0,105000.0,1.640625,False,6.639518413597734,6.569509886107417,0
Boudh,2008,Kharif,69000.0,89000.0,1.289855072463768,False,5.219971964644953,6.569509886107417,1
Boudh,2009,Kharif,64000.0,117000.0,1.828125,False,7.398320518008903,6.569509886107417,0
Boudh,2010,Kharif,64000.0,77000.0,1.203125,False,4.868980169971671,6.569509886107417,1
Boudh,2011,Kharif,64000.0,75000.0,1.171875,False,4.74251315256981,6.569509886107417,1
Boudh,2012,Kharif,68000.0,173000.0,2.5441176470588234,False,10.295903063775084,6.569509886107417,0
Boudh,2013,Kharif,66000.0,118000.0,1.7878787878787878,False,7.235446328930748,6.569509886107417,0
Boudh,2014,Kharif,58000.0,134000.0,2.310344827586207,False,9.349837424468664,6.569509886107417,0
Boudh,2015,Kharif,60000.0,55000.0,0.9166666666666666,False,3.7096991771212733,6.569509886107417,1
Boudh,2016,Kharif,55120.0,170330.0,3.090166908563135,False,12.505734150397146,6.569509886107417,0
Boudh,2017,Kharif,57880.0,104990.0,1.8139253628196268,False,7.340855373612411,6.569509886107417,0
Boudh,2018,Kharif,62570.0,175720.0,2.808374620425124,False,11.365336383752018,6.569509886107417,0
Boudh,2019,Kharif,62090.0,170740.0,2.749879207601868,False,11.12860869122569,6.569509886107417,0
Boudh,2020,Kharif,62072.0,169992.0,2.738626111612321,True,11.083068035662976,6.569509886107417,0
Boudh,2021,Kharif,62054.0,169244.0,2.727366487253038,True,11.03750096014989,6.569509886107417,0
Boudh,2022,Kharif,62036.0,168496.0,2.716100328841318,True,10.991907441688863,6.569509886107417,0
Boudh,2023,Kharif,62018.0,167748.0,2.704827630687865,True,10.946287457255623,6.569509886107417,0
Boudh,2024,Kharif,62000.0,167000.0,2.693548387096774,False,10.900640983799166,6.569509886107417,0
Boudh,2025,Kharif,62000.0,167000.0,2.693548387096774,True,10.900640983799166,6.569509886107417,0
Boudh,2006,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,7.588021044111695,0
Boudh,2007,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,7.588021044111695,0
Boudh,2008,Rabi,2000.0,3000.0,1.5,False,6.070416835289357,7.588021044111695,1
Boudh,2009,Rabi,1500.0,2000.0,1.3333333333333333,True,5.395926075812761,7.588021044111695,1
Boudh,2010,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,7.588021044111695,1
Boudh,2011,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,7.588021044111695,1
Boudh,2012,Rabi,173000.0,3000.0,0.017341040462427744,False,0.07017822930970354,7.588021044111695,1
Boudh,2013,Rabi,2000.0,4000.0,2.0,False,8.093889113719142,7.588021044111695,0
Boudh,2014,Rabi,1000.0,3000.0,3.0,False,12.140833670578713,7.588021044111695,0
Boudh,2015,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,7.588021044111695,0
Boudh,2016,Rabi,1510.0,5180.0,3.4304635761589406,False,13.882895897041443,7.588021044111695,0
Boudh,2017,Rabi,1040.0,3660.0,3.519230769230769,False,14.242131805871182,7.588021044111695,0
Boudh,2018,Rabi,1550.0,4820.0,3.109677419354839,False,12.584692105847182,7.588021044111695,0
Boudh,2019,Rabi,950.0,2570.0,2.705263157894737,False,10.94805001171484,7.588021044111695,0
Boudh,2020,Rabi,1760.0,5256.0,2.9863636363636363,True,12.085648062985173,7.588021044111695,0
Boudh,2021,Rabi,2570.0,7942.0,3.090272373540856,True,12.506160961314674,7.588021044111695,0
Boudh,2022,Rabi,3380.0,10628.0,3.1443786982248523,True,12.725126257486249,7.588021044111695,0
Boudh,2023,Rabi,4190.0,13314.0,3.1775656324582338,True,12.859431940340889,7.588021044111695,0
Boudh,2024,Rabi,5000.0,16000.0,3.2,False,12.950222581950626,7.588021044111695,0
Boudh,2025,Rabi,5000.0,16000.0,3.2,True,12.950222581950626,7.588021044111695,0
Cuttack,2006,Kharif,133000.0,196000.0,1.4736842105263157,False,5.963918294319368,7.4807845068556675,1
Cuttack,2007,Kharif,146000.0,240000.0,1.643835616438356,False,6.652511600317102,7.4807845068556675,1
Cuttack,2008,Kharif,128000.0,177000.0,1.3828125,False,5.596165520032375,7.4807845068556675,1
Cuttack,2009,Kharif,138000.0,283000.0,2.050724637681159,False,8.299168910081583,7.4807845068556675,0
Cuttack,2010,Kharif,133000.0,239000.0,1.7969924812030076,False,7.272328940522086,7.4807845068556675,1
Cuttack,2011,Kharif,134000.0,250000.0,1.8656716417910448,False,7.550269695633528,7.4807845068556675,0
Cuttack,2012,Kharif,128000.0,376000.0,2.9375,False,11.887899635774989,7.4807845068556675,0
Cuttack,2013,Kharif,118000.0,171000.0,1.4491525423728813,False,5.864639993415141,7.4807845068556675,1
Cuttack,2014,Kharif,121000.0,303000.0,2.5041322314049586,False,10.13408430354091,7.4807845068556675,0
Cuttack,2015,Kharif,120000.0,242000.0,2.0166666666666666,False,8.1613381896668,7.4807845068556675,0
Cuttack,2016,Kharif,117980.0,391530.0,3.318613324292253,False,13.43024412906618,7.4807845068556675,0
Cuttack,2017,Kharif,108660.0,238720.0,2.1969445978280877,False,8.890912981902419,7.4807845068556675,0
Cuttack,2018,Kharif,97070.0,261150.0,2.690326568455754,False,10.8876024623867,7.4807845068556675,0
Cuttack,2019,Kharif,116960.0,384880.0,3.2906976744186047,False,13.31727104175882,7.4807845068556675,0
Cuttack,2020,Kharif,114768.0,364704.0,3.177749895441238,True,12.86017764241699,7.4807845068556675,0
Cuttack,2021,Kharif,112576.0,344528.0,3.0604036384309268,True,12.385283846341265,7.4807845068556675,0
Cuttack,2022,Kharif,110384.0,324352.0,2.9383968691114655,True,11.89152921534385,7.4807845068556675,0
Cuttack,2023,Kharif,108192.0,304176.0,2.8114463176574978,True,11.377767372146895,7.4807845068556675,0
Cuttack,2024,Kharif,106000.0,284000.0,2.6792452830188678,False,10.842757114604888,7.4807845068556675,0
Cuttack,2025,Kharif,106000.0,284000.0,2.6792452830188678,True,10.842757114604888,7.4807845068556675,0
Cuttack,2006,Rabi,5000.0,9000.0,1.8,False,7.284500202347227,9.105625252934036,1
Cuttack,2007,Rabi,5000.0,12000.0,2.4,False,9.71266693646297,9.105625252934036,0
Cuttack,2008,Rabi,5000.0,10000.0,2.0,False,8.093889113719142,9.105625252934036,1
Cuttack,2009,Rabi,3000.0,7000.0,2.3333333333333335,False,9.442870632672333,9.105625252934036,0
Cuttack,2010,Rabi,3000.0,7000.0,2.3333333333333335,False,9.442870632672333,9.105625252934036,0
Cuttack,2011,Rabi,4000.0,11000.0,2.75,False,11.12909753136382,9.105625252934036,0
Cuttack,2012,Rabi,376000.0,6000.0,0.015957446808510637,False,0.06457890250307825,9.105625252934036,1
Cuttack,2013,Rabi,3000.0,6000.0,2.0,False,8.093889113719142,9.105625252934036,1
Cuttack,2014,Rabi,1000.0,3000.0,3.0,False,12.140833670578713,9.105625252934036,0
