District,Year,Season,Area,Production,Yield_MTha,Is_Interpolated,Yield_Q_Acre,W1_PRECTOTCORR,W1_T2M,W1_RH2M,W1_GWETROOT,W2_PRECTOTCORR,W2_T2M,W2_RH2M,W2_GWETROOT,W3_PRECTOTCORR,W3_T2M,W3_RH2M,W3_GWETROOT,W4_PRECTOTCORR,W4_T2M,W4_RH2M,W4_GWETROOT,W5_PRECTOTCORR,W5_T2M,W5_RH2M,W5_GWETROOT,W6_PRECTOTCORR,W6_T2M,W6_RH2M,W6_GWETROOT,W7_PRECTOTCORR,W7_T2M,W7_RH2M,W7_GWETROOT,W8_PRECTOTCORR,W8_T2M,W8_RH2M,W8_GWETROOT,W9_PRECTOTCORR,W9_T2M,W9_RH2M,W9_GWETROOT,W10_PRECTOTCORR,W10_T2M,W10_RH2M,W10_GWETROOT,W11_PRECTOTCORR,W11_T2M,W11_RH2M,W11_GWETROOT,W12_PRECTOTCORR,W12_T2M,W12_RH2M,W12_GWETROOT,Q1_Threshold,Failure_Anomaly
Angul,2016,Kharif,78600.0,183870.0,2.3393129770992367,False,9.467069919462714,40.91,29.145714285714288,75.67285714285715,0.4457142857142857,56.370000000000005,29.27,75.34,0.4585714285714286,60.16,28.48,82.02,0.4985714285714286,37.42,27.79142857142857,82.25,0.5185714285714286,80.41,27.72,83.60142857142857,0.5485714285714286,60.42,27.125714285714285,86.52285714285713,0.5685714285714286,58.11,27.21,85.24428571428572,0.5857142857142856,223.41,26.69,88.83571428571429,0.7714285714285715,68.12,26.77285714285714,89.5257142857143,0.8057142857142858,38.35,26.67428571428572,85.78857142857143,0.812857142857143,27.05,27.28142857142857,86.54714285714286,0.7928571428571429,83.6,26.38428571428572,90.00285714285714,0.7999999999999999,4.6825223879048234,0
Angul,2017,Kharif,91570.0,124260.0,1.356994648902479,False,5.491682108063452,79.97999999999999,30.062857142857144,71.05428571428571,0.4442857142857143,65.49,28.185714285714287,82.67571428571429,0.5142857142857143,39.14,28.15714285714285,80.62857142857142,0.5328571428571429,65.82,28.08428571428572,82.63285714285715,0.5457142857142857,101.71,27.555714285714284,86.27285714285713,0.6028571428571429,250.8,26.81,89.16857142857144,0.7871428571428573,42.58,27.36142857142857,86.98285714285714,0.7928571428571429,83.00999999999999,27.3,88.39571428571428,0.8171428571428571,42.65,26.967142857142857,88.48714285714286,0.8271428571428572,68.8,26.764285714285712,88.61428571428571,0.8557142857142858,49.4,26.97714285714286,89.29714285714286,0.8371428571428571,48.92,27.165714285714284,88.0257142857143,0.85,4.6825223879048234,0
Angul,2018,Kharif,68180.0,181730.0,2.6654444118509826,False,10.786905754152096,31.15,32.965714285714284,53.114285714285714,0.43,111.3,28.08428571428572,80.08,0.5085714285714286,50.13,27.51142857142857,82.20857142857143,0.5700000000000001,42.59,27.94142857142857,82.69428571428571,0.562857142857143,107.68,28.09142857142857,86.03428571428572,0.62,149.35,27.222857142857144,86.77571428571427,0.7428571428571429,45.24,27.014285714285712,85.87857142857142,0.7299999999999999,102.61,26.69142857142857,88.05,0.7628571428571428,86.61,27.76571428571429,88.55999999999999,0.8014285714285715,65.34,27.237142857142857,88.1842857142857,0.84,51.14,26.664285714285715,90.08,0.8428571428571427,113.65,26.16142857142857,90.50571428571428,0.8585714285714285,4.6825223879048234,0
Angul,2019,Kharif,62030.0,192810.0,3.108334676769305,False,12.579258101049392,64.0,32.14857142857143,62.53000000000001,0.42,29.64,30.414285714285715,71.79571428571428,0.4599999999999999,77.31,28.52142857142857,80.05,0.5014285714285714,41.02,28.142857142857142,81.01571428571428,0.5285714285714286,24.87,28.755714285714284,79.78285714285714,0.5042857142857143,66.16,28.51,80.17999999999999,0.5057142857142857,75.55,27.06714285714286,85.14142857142858,0.6028571428571429,107.1,27.632857142857144,85.95142857142856,0.6142857142857142,64.34,27.482857142857146,86.77857142857144,0.6757142857142858,64.42,27.15857142857143,88.02857142857144,0.7085714285714285,59.74,26.89,87.91285714285713,0.7385714285714285,91.89,27.38,88.08571428571429,0.74,4.6825223879048234,0
Angul,2020,Kharif,53386.07375645693,120279.39323137004,2.253010659298063,False,9.11780922419289,83.94,27.97714285714286,84.29857142857144,0.55,42.88,27.957142857142856,85.7942857142857,0.5642857142857143,41.09,28.295714285714286,84.10000000000001,0.5857142857142856,36.76,27.96857142857143,84.65857142857143,0.58,54.19,27.65142857142857,85.45285714285714,0.6042857142857142,40.66,27.46,85.07142857142857,0.6142857142857142,22.94,28.28,82.82142857142857,0.5985714285714285,117.86,27.56142857142857,87.25857142857141,0.6671428571428571,101.47,27.697142857142858,88.4057142857143,0.6957142857142857,105.05,27.172857142857143,89.23857142857142,0.7828571428571429,170.62,26.19857142857143,90.86285714285714,0.8842857142857143,28.06,26.94142857142857,87.99714285714286,0.8828571428571428,4.6825223879048234,0
Angul,2021,Kharif,59282.34236463834,95600.38141673272,1.6126282735035438,False,6.526217213693014,39.74,27.46,82.66857142857143,0.6028571428571429,56.2,27.391428571428573,85.17714285714285,0.6228571428571429,42.93,27.678571428571427,86.15714285714286,0.6085714285714285,60.0,27.548571428571428,87.15142857142858,0.6485714285714286,32.56,27.77285714285714,85.32285714285715,0.6442857142857142,94.14,27.698571428571427,86.75,0.6914285714285714,56.38,26.61428571428572,87.9557142857143,0.7228571428571428,12.19,27.268571428571427,86.59285714285714,0.7028571428571428,32.34,27.96,86.61857142857141,0.6900000000000001,25.69,26.99857142857143,87.55428571428571,0.6842857142857143,80.64,26.90142857142857,89.97142857142856,0.7028571428571428,40.16,27.04142857142857,87.33142857142856,0.7142857142857143,4.6825223879048234,0
Angul,2022,Kharif,103367.11319587332,350520.3176125357,3.3910235738936105,False,13.723284394551236,77.81,29.027142857142856,75.44428571428571,0.4457142857142857,44.1,28.69428571428572,75.58857142857143,0.4814285714285714,90.36,28.41857142857143,80.82571428571428,0.5028571428571429,81.93,27.354285714285712,87.56857142857143,0.5742857142857142,119.82,27.62714285714286,86.41999999999999,0.6671428571428571,45.44,27.252857142857145,87.71285714285715,0.6785714285714286,21.26,28.06714285714286,83.7057142857143,0.6728571428571428,107.51,27.44142857142857,86.83142857142857,0.6757142857142858,186.41,26.75857142857143,88.91714285714285,0.8271428571428572,106.79,26.768571428571427,89.65285714285713,0.8928571428571429,29.43,26.958571428571428,86.80285714285715,0.8828571428571428,9.87,27.25,86.30571428571429,0.8357142857142856,4.6825223879048234,0
Angul,2023,Kharif,105093.0833968834,174169.04632955813,1.6572836260956372,False,6.706934949800231,25.03,34.06,52.52857142857143,0.39,194.52,27.33714285714285,84.12,0.5485714285714286,6.84,28.36428571428572,82.5257142857143,0.5771428571428572,46.24,28.02857142857143,83.15285714285714,0.5714285714285714,96.44,27.698571428571427,85.61571428571428,0.6042857142857143,97.06,28.032857142857143,87.15714285714286,0.66,230.07,27.801428571428573,89.9742857142857,0.7271428571428571,18.46,26.714285714285715,87.90285714285714,0.812857142857143,35.21,26.608571428571427,88.62714285714286,0.78,74.57,27.29714285714286,88.90142857142857,0.8085714285714286,17.75,26.81,87.02714285714286,0.79,78.05,27.175714285714285,88.02285714285713,0.7785714285714286,4.6825223879048234,0
Angul,2024,Kharif,88000.0,261000.0,2.965909090909091,False,12.002869651594862,37.53,31.212857142857143,64.45428571428572,0.4285714285714285,73.71000000000001,29.610000000000003,75.82857142857142,0.47,80.08,27.728571428571428,86.09285714285714,0.5514285714285715,23.93,28.085714285714285,83.96571428571428,0.5542857142857143,63.01,28.237142857142857,85.61285714285714,0.5528571428571428,113.87,27.608571428571427,87.30428571428571,0.6242857142857143,55.66,27.90285714285714,87.51142857142857,0.66,112.86,27.167142857142856,88.72857142857143,0.7128571428571429,56.41,27.707142857142856,87.32714285714285,0.7442857142857143,50.45,27.127142857142854,89.61428571428571,0.7642857142857142,78.3,26.472857142857144,90.09142857142857,0.7942857142857144,26.45,27.31,89.07142857142857,0.7942857142857144,4.6825223879048234,0
Angul,2006,Rabi,2000.0,4000.0,2.0,False,8.093889113719142,3.77,24.25,82.22,0.7014285714285714,6.33,21.908571428571427,84.53,0.6828571428571429,0.0,20.89,74.17999999999999,0.6471428571428571,0.6599999999999999,21.17142857142857,76.69857142857143,0.61,0.01,19.16714285714286,70.22142857142858,0.5771428571428572,0.0,20.428571428571427,69.77571428571429,0.5457142857142857,0.0,17.63,64.06285714285714,0.5185714285714286,0.0,19.22571428571428,65.93571428571428,0.4971428571428571,0.0,18.52857142857143,58.642857142857146,0.4757142857142857,0.0,17.958571428571428,51.18,0.4585714285714286,0.57,19.608571428571427,57.11285714285714,0.4442857142857143,0.1,20.49714285714285,54.99142857142857,0.4314285714285714,5.058680696074463,0
Angul,2007,Rabi,3000.0,4000.0,1.3333333333333333,False,5.395926075812761,23.61,24.042857142857144,84.64142857142858,0.7842857142857144,0.0,22.15,76.73571428571428,0.7442857142857143,0.0,20.545714285714286,79.48571428571428,0.7071428571428571,0.0,19.115714285714287,76.73714285714286,0.67,0.0,19.27142857142857,70.54285714285713,0.6385714285714286,0.0,18.44142857142857,74.96142857142857,0.6114285714285714,0.0,18.49428571428572,71.59285714285714,0.5857142857142856,0.0,16.472857142857144,72.50142857142858,0.5528571428571428,0.0,16.88,62.15857142857143,0.5271428571428572,0.0,18.24428571428572,60.33285714285714,0.5028571428571429,0.0,18.717142857142857,58.565714285714286,0.48,0.04,20.2,64.54428571428572,0.4585714285714286,5.058680696074463,0
Angul,2008,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,0.0,22.08142857142857,74.38142857142857,0.71,0.05,21.95142857142857,74.59714285714287,0.6685714285714285,1.77,23.125714285714285,84.74142857142859,0.6385714285714286,0.0,20.631428571428568,73.21714285714286,0.6042857142857142,0.0,20.715714285714284,75.67857142857143,0.5742857142857142,0.0,20.88,76.14,0.5471428571428572,0.0,19.90571428571429,69.69142857142857,0.52,0.0,19.24428571428572,70.11285714285714,0.5,0.0,18.34857142857143,58.51714285714286,0.4785714285714285,0.35,19.647142857142857,70.77428571428571,0.4628571428571429,0.01,20.79714285714286,62.18571428571428,0.4471428571428571,0.0,20.525714285714287,53.57428571428572,0.4328571428571428,5.058680696074463,1
Angul,2009,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,0.46,22.972857142857144,80.63714285714286,0.7228571428571428,1.6700000000000002,24.552857142857142,82.48857142857142,0.6857142857142857,18.98,23.42714285714285,83.53999999999999,0.6628571428571429,0.0,17.532857142857143,69.76285714285714,0.6328571428571428,0.0,18.40285714285714,69.64714285714285,0.6,0.0,19.24285714285714,73.08857142857143,0.5728571428571428,0.89,20.685714285714287,71.83571428571427,0.5442857142857144,0.0,18.42,67.4,0.52,0.0,17.667142857142856,63.271428571428565,0.4942857142857143,0.0,17.524285714285714,54.597142857142856,0.4742857142857142,3.1,20.212857142857143,66.62714285714286,0.46,0.0,18.7,47.89428571428572,0.4485714285714285,5.058680696074463,1
Angul,2011,Rabi,1000.0,2000.0,2.0,False,8.093889113719142,0.0,21.25,74.77571428571427,0.6757142857142858,0.0,22.02,75.62714285714286,0.6371428571428571,0.0,20.705714285714286,75.49142857142856,0.6028571428571429,0.0,20.857142857142858,77.79857142857144,0.5671428571428571,0.09,20.24714285714285,78.14714285714285,0.5385714285714286,0.0,19.925714285714285,69.39428571428572,0.5114285714285715,0.0,17.701428571428572,66.91,0.4899999999999999,0.0,16.68,56.220000000000006,0.4714285714285714,6.33,20.868571428571425,70.12142857142858,0.4571428571428572,28.19,22.45,78.96000000000001,0.4585714285714286,10.13,16.562857142857144,63.40571428571428,0.4757142857142857,1.6800000000000002,19.08,56.917142857142856,0.4528571428571428,5.058680696074463,0
Angul,2012,Rabi,173000.0,2000.0,0.0115606936416184,False,0.046785486206469,88.47,23.285714285714285,90.92571428571428,0.7314285714285714,0.01,19.05,73.69142857142857,0.7171428571428571,0.0,19.89428571428571,82.51571428571428,0.6771428571428572,0.0,20.43857142857143,76.91428571428571,0.6457142857142858,0.0,17.615714285714287,70.84285714285714,0.61,6.0200000000000005,19.822857142857146,76.55142857142857,0.5785714285714285,0.29,19.555714285714284,79.43571428571428,0.5571428571428572,0.0,15.961428571428572,62.85428571428572,0.5285714285714286,0.57,17.57857142857143,63.23571428571428,0.5057142857142857,0.91,18.52142857142857,75.47571428571429,0.4885714285714285,0.0,17.482857142857142,58.57142857142857,0.4685714285714285,0.0,20.23857142857143,66.41571428571429,0.4528571428571428,5.058680696074463,1
Angul,2014,Rabi,1000.0,1000.0,1.0,False,4.046944556859571,0.0,21.31714285714286,77.62428571428572,0.7185714285714285,0.08,23.55,77.40142857142857,0.6771428571428572,0.0,19.678571428571427,72.56428571428572,0.6428571428571429,0.0,18.11142857142857,73.36,0.6071428571428571,0.0,18.04714285714285,72.88,0.5757142857142856,12.68,18.208571428571428,68.61571428571429,0.5485714285714286,0.01,17.517142857142858,66.94428571428571,0.54,0.0,16.88285714285714,61.46714285714285,0.5128571428571428,22.53,17.154285714285713,72.57428571428571,0.4985714285714286,2.9,18.068571428571428,70.94142857142857,0.5042857142857143,0.0,17.142857142857142,57.8,0.4785714285714285,0.0,17.017142857142858,54.24714285714286,0.46,5.058680696074463,1
Angul,2016,Rabi,240.0,580.0,2.4166666666666665,False,9.780116012410629,11.95,22.70142857142857,85.30714285714285,0.6685714285714287,0.0,19.90571428571429,75.28428571428572,0.6385714285714286,0.0,19.57857142857143,75.36857142857143,0.6042857142857142,0.0,17.734285714285715,77.42999999999999,0.5728571428571428,0.0,20.04428571428572,77.51714285714286,0.54,0.0,19.09714285714286,65.6842857142857,0.5142857142857143,0.0,18.04428571428572,62.54285714285714,0.4871428571428571,0.0,17.208571428571428,61.00714285714286,0.4685714285714285,1.46,19.172857142857143,68.89428571428572,0.4542857142857143,1.66,19.62142857142857,56.56285714285714,0.4457142857142857,0.0,18.75714285714286,58.701428571428565,0.4314285714285714,0.0,20.98,47.26428571428572,0.4185714285714285,5.058680696074463,0
Angul,2017,Rabi,100.0,250.0,2.5,False,10.117361392148927,0.0,22.73,77.43857142857142,0.7657142857142858,0.27,22.0,75.00714285714285,0.7242857142857143,33.95,22.45285714285714,86.77,0.7285714285714285,0.0,18.821428571428573,71.68428571428572,0.6957142857142857,0.0,18.43285714285714,68.44,0.6628571428571429,6.34,19.467142857142854,81.28571428571429,0.6414285714285715,0.0,18.93142857142857,69.86,0.6114285714285714,0.0,17.54285714285714,70.37142857142858,0.5857142857142856,0.01,17.324285714285715,64.71428571428571,0.5585714285714286,0.0,15.801428571428572,58.79285714285714,0.5371428571428571,0.0,16.652857142857144,54.06714285714286,0.51,0.0,17.99142857142857,49.40428571428571,0.4871428571428571,5.058680696074463,0
Angul,2018,Rabi,230.0,700.0,3.0434782608695654,False,12.31678778174652,0.08,24.41,80.85571428571428,0.7085714285714285,0.0,22.62,75.39428571428572,0.6728571428571428,0.0,22.46142857142857,71.51,0.6342857142857143,0.0,19.75714285714286,68.74571428571429,0.6014285714285714,0.0,20.31142857142857,75.14285714285714,0.5742857142857142,0.62,19.78857142857143,70.58428571428571,0.5471428571428572,62.51,18.287142857142857,81.47285714285715,0.5571428571428572,0.0,16.054285714285715,67.52285714285715,0.5785714285714285,0.15,15.002857142857142,63.45,0.5471428571428572,0.0,16.857142857142858,59.16,0.5228571428571429,0.0,17.472857142857144,61.63142857142857,0.5014285714285714,0.0,18.535714285714285,53.17857142857143,0.48,5.058680696074463,0
Angul,2019,Rabi,30.0,90.0,3.0,False,12.140833670578711,0.01,23.345714285714287,82.55428571428571,0.8099999999999999,5.78,22.037142857142857,82.98,0.7785714285714286,0.0,20.527142857142856,80.08857142857143,0.7428571428571429,0.0,20.882857142857144,82.68285714285715,0.71,0.0,20.092857142857145,78.88714285714286,0.6799999999999999,0.03,19.29,78.33142857142857,0.6514285714285715,0.11,19.17142857142857,83.53428571428572,0.6242857142857143,0.51,17.22714285714286,76.76857142857143,0.5971428571428571,1.27,14.781428571428572,77.26714285714286,0.5785714285714285,14.19,16.634285714285713,81.16,0.57,0.12,15.77,72.33,0.5485714285714286,0.03,18.857142857142858,75.30857142857143,0.5214285714285715,5.058680696074463,0
Angul,2020,Rabi,8073.926243543074,74050.60676862995,9.171573350431595,False,37.116848848367454,0.0,23.638571428571428,75.4557142857143,0.7514285714285714,0.09,21.62142857142857,82.36,0.7128571428571429,4.2,23.395714285714288,80.94000000000001,0.6742857142857143,0.24,19.358571428571427,76.81714285714285,0.6485714285714286,0.0,19.54428571428572,70.77571428571429,0.6128571428571429,0.0,19.195714285714285,72.45857142857143,0.5828571428571429,0.0,20.195714285714285,76.73714285714286,0.5542857142857144,0.0,15.981428571428571,64.94,0.53,0.0,17.944285714285716,64.52428571428571,0.5085714285714286,0.0,20.755714285714284,67.45285714285714,0.4871428571428571,0.0,20.11428571428572,61.34285714285714,0.4657142857142857,0.0,18.942857142857143,56.74428571428571,0.45,5.058680696074463,0
Angul,2021,Rabi,8965.657635361662,59192.6185832673,6.602150225969403,False,26.71853592055606,1.14,23.15142857142857,83.48571428571428,0.7214285714285714,25.0,21.98,85.44142857142857,0.6914285714285714,18.16,23.65142857142857,88.11857142857143,0.7014285714285714,2.71,22.277142857142856,81.72571428571429,0.6671428571428571,26.48,19.07,84.78142857142858,0.6442857142857142,9.38,20.51142857142857,87.50428571428571,0.6528571428571429,0.0,18.094285714285714,77.42142857142858,0.6285714285714287,0.0,15.61857142857143,68.90285714285714,0.6,24.59,18.78428571428572,84.75142857142858,0.6,0.0,18.285714285714285,75.63,0.58,32.72,18.467142857142857,84.99285714285715,0.5871428571428571,4.66,17.52,70.78571428571429,0.5728571428571428,5.058680696074463,0
Angul,2022,Rabi,15632.88680412668,51079.68238746426,3.2674504093498924,False,13.223190648927124,0.0,22.82,77.13,0.6842857142857143,0.0,21.17142857142857,75.09571428571428,0.6471428571428571,0.0,19.052857142857142,76.33142857142857,0.6128571428571429,0.0,18.42,75.03,0.5771428571428572,0.0,20.288571428571423,76.29285714285713,0.5485714285714286,0.28,18.77428571428572,68.74142857142857,0.5228571428571429,0.0,19.965714285714284,63.38857142857143,0.4942857142857143,0.0,19.97,59.18,0.4728571428571428,0.0,20.21,64.33857142857143,0.4557142857142857,0.0,17.58142857142857,61.86571428571428,0.4442857142857143,0.0,19.47571428571428,52.81714285714286,0.4285714285714285,0.13,21.24285714285714,64.52,0.4185714285714285,5.058680696074463,0
Angul,2023,Rabi,15893.916603116597,105672.95367044189,6.64864150914953,False,26.90668356596329,5.12,23.67142857142857,80.06285714285715,0.6757142857142858,0.0,20.764285714285712,79.06714285714285,0.6428571428571429,0.28,21.31714285714286,82.63142857142857,0.6071428571428571,0.0,19.981428571428573,76.82142857142857,0.5771428571428572,0.8600000000000001,21.56,78.81857142857143,0.5442857142857144,22.89,18.77,83.98142857142857,0.5514285714285715,0.0,15.587142857142856,73.87857142857142,0.5228571428571429,0.0,16.79,71.81285714285714,0.5,0.0,17.708571428571428,72.72714285714287,0.4828571428571428,0.0,19.255714285714284,66.13428571428571,0.4657142857142857,0.0,18.728571428571428,64.73285714285714,0.45,6.510000000000001,19.618571428571425,73.97714285714287,0.4428571428571429,5.058680696074463,0
